time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1759928491792422700,2778.0324226074217,597.1009600358084,0.7900769512890955,48.04540356838055,-33.452999205637504,571.2862665848807,83.21022912550399,5.475891804954125,3,-70.61699045855568,1.3050319920287279
1759928492793613300,2779.03361328125,596.7358193499967,0.994660256270925,57.94920375837536,-33.45299736490743,570.921125899069,81.0172999425772,5.395287012086972,3,-70.61697560762457,1.236032190835506
1759928493794733600,2780.034733642578,597.0654530860484,0.9284666711779136,65.92048833992729,-33.452998509763034,571.2507596351206,84.01955768689237,5.397760123018789,3,-70.61696074230692,1.1368489848587584
1759928494795775500,2781.035775390625,597.254105870612,0.6766278559498566,61.41660426567891,-33.45299389297522,571.4394124196842,77.41777104975542,5.360731137681565,3,-70.61694934779875,0.8838714005400354
1759928495796749800,2782.0367497558595,597.2129663266242,0.9120481280492796,84.08496031872843,-33.45299473207414,571.3982728756964,82.98852916518622,5.345736776978612,3,-70.61693464547288,0.8771956471499407
1759928496798100000,2783.0380998535156,597.676740590483,0.989937100787795,63.432001950768054,-33.45299372685276,571.8620471395552,83.11519248872312,5.2770558797815195,3,-70.61691328153496,1.119498124325405
1759928497799119400,2784.0391193847654,597.7338330401108,0.746592068345433,56.09844083959118,-33.45299099600879,571.919139589183,80.08306885900271,5.264793457397664,3,-70.61690165867968,1.0102408904606666
1759928498799923500,2785.039923339844,597.9934131437913,0.804130073757709,45.60397246869447,-33.452997805943404,572.1787196928635,89.86989545026357,5.230725569694967,3,-70.61687664422001,1.3111155625558915
1759928499800953300,2786.0409533691404,597.6929749641567,0.8874150866391265,47.22731006387452,-33.45299439709613,571.878281513229,84.94777777278877,5.1795509821664965,3,-70.61685476846789,1.5219651833146102
1759928500801214700,2787.0412145996092,597.577469682321,0.9489616865636298,52.81252682484359,-33.45298177402154,571.7627762313932,80.03371415632142,5.150472910986267,3,-70.61684177365062,1.4411665454548828
1759928501801870800,2788.0418708496095,597.589506897144,0.8207903741957655,46.87748053489628,-33.452972500178724,571.7748134462163,81.37656742276292,5.129851120351137,3,-70.61682610330583,1.4058379904101717
1759928502802442500,2789.0424423828126,597.6152078062296,0.7429006219891818,48.135385289302,-33.452970152632545,571.8005143553019,79.61479266200746,5.260760518716383,3,-70.61681133637991,1.2405709028671414
1759928503802590200,2790.0425900878904,597.4938362417743,0.7636590576597269,45.96268432628541,-33.452966194348086,571.6791427908465,82.7305730287545,5.131461978478528,3,-70.61679378034897,1.3160592749895892
1759928504803128800,2791.04312890625,597.3829653225839,0.7616761541891859,48.27541724166514,-33.45296114328838,571.5682718716562,83.1290307055587,5.023832422772721,3,-70.61678054843534,1.2083050342108415
1759928505803592700,2792.0435927734375,597.454497050494,0.9472021141326442,71.70949174642713,-33.45296100735587,571.6398035995662,89.1147076125794,5.011733367331754,3,-70.61676830095726,1.0291853447030463
1759928506804262100,2793.0442622070314,596.9733203668147,0.9540600945676891,53.15701248940465,-33.45295514224568,571.158626915887,92.06348647762593,4.992871064157129,3,-70.61675380288874,1.0562688501773505
1759928507804700200,2794.0447001953125,597.3251845054328,0.7915942872921321,81.77566199742078,-33.452950550655075,571.5104910545051,86.42028602415049,4.887980966371231,3,-70.6167459280492,0.7485254773385438
1759928508805014500,2795.0450146484377,597.8967384211719,1.1827464406680679,91.44161029482478,-33.452950701852,572.0820449702442,86.15933007903219,4.817295279782562,3,-70.616735637542,0.6862066255557675
1759928509805440500,2796.0454404296875,597.8122918438166,1.0863661562855658,140.64623724997844,-33.45295109719965,571.9975983928889,86.28658527411442,4.806374496122615,3,-70.61672836313305,0.5272645770999402
1759928510805794300,2797.0457941894533,597.5800831736997,1.0010150415088324,104.6811083203353,-33.452946093657644,571.7653897227719,81.24248490248412,4.722420452812209,3,-70.61671559592412,0.720137573456349
1759928511806127600,2798.0461276855467,597.3162545682862,1.0714936145863327,72.7539921483718,-33.452943398861116,571.5015611173585,82.86286841158335,4.676161671958249,3,-70.61670182076763,0.866792404007128
1759928512806436600,2799.0464365234375,597.3942126296461,0.8912829903650002,66.07939270878968,-33.452938588116105,571.5795191787183,78.48801471611519,4.624305937919663,3,-70.61668850933505,0.9772214753150452
1759928513806727700,2800.046727783203,597.6010627858341,0.9561938561795982,79.9224122369746,-33.45293933392464,571.7863693349063,76.37468738654677,4.618281586394727,3,-70.61667340034474,0.9688561060556077
1759928514806996700,2801.046996826172,597.438472202979,1.0401609649758858,119.00958246462844,-33.452930229169084,571.6237787520513,54.57736665195346,4.575893979359509,3,-70.61667105178176,0.6046305285382255
1759928515807247000,2802.0472470703126,597.4331493778154,1.19426706716109,118.93001358851939,-33.45292475893402,571.6184559268877,48.5444527991668,4.532715264248268,3,-70.61666315532437,0.607944509494858
1759928516807480800,2803.047480712891,597.8233875827864,1.0823333515129878,176.77871050158672,-33.45292043111143,572.0086941318586,43.17986251139447,4.583179437571096,3,-70.61665678378586,0.46915763314730896
1759928517807698200,2804.0476982421874,597.5944772055373,1.4304415213256159,176.36940627737485,-33.45291156389163,571.7797837546095,26.655571976257395,4.679531772412232,3,-70.616656006764,0.5981389862930417
1759928518807900700,2805.0479006347655,597.7331036450341,1.076840065031176,93.07907672001234,-33.4528979007738,571.9184101941064,23.99517357392692,4.695548245232816,3,-70.6166510019526,0.9328312525225021
1759928519808090400,2806.0480903320313,597.8170466590673,1.3973372851363524,180,-33.4529066144595,572.0023532081395,46.05436232809298,4.63911677416126,3,-70.61664559134039,0.38976915243609306
